filename,filepath,label,voice_type,speaker_id,gender,accent,language,duration_sec,sample_rate,augmented,transcript
ai_yt_en_0895.wav,voice data/ai/ai_yt_en_0895.wav,ai,Neural TTS,Neural_English_TTS_0895,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 895.
ai_yt_en_0896.wav,voice data/ai/ai_yt_en_0896.wav,ai,Neural TTS,Neural_English_TTS_0896,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 896.
ai_yt_en_0897.wav,voice data/ai/ai_yt_en_0897.wav,ai,Neural TTS,Neural_English_TTS_0897,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 897.
ai_yt_en_0898.wav,voice data/ai/ai_yt_en_0898.wav,ai,Neural TTS,Neural_English_TTS_0898,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 898.
ai_yt_en_0899.wav,voice data/ai/ai_yt_en_0899.wav,ai,Neural TTS,Neural_English_TTS_0899,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 899.
ai_yt_en_0900.wav,voice data/ai/ai_yt_en_0900.wav,ai,Neural TTS,Neural_English_TTS_0900,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 900.
ai_yt_en_0901.wav,voice data/ai/ai_yt_en_0901.wav,ai,Neural TTS,Neural_English_TTS_0901,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 901.
ai_yt_en_0902.wav,voice data/ai/ai_yt_en_0902.wav,ai,Neural TTS,Neural_English_TTS_0902,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 902.
ai_yt_en_0903.wav,voice data/ai/ai_yt_en_0903.wav,ai,Neural TTS,Neural_English_TTS_0903,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 903.
ai_yt_en_0904.wav,voice data/ai/ai_yt_en_0904.wav,ai,Neural TTS,Neural_English_TTS_0904,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 904.
ai_yt_en_0905.wav,voice data/ai/ai_yt_en_0905.wav,ai,Neural TTS,Neural_English_TTS_0905,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 905.
ai_yt_en_0906.wav,voice data/ai/ai_yt_en_0906.wav,ai,Neural TTS,Neural_English_TTS_0906,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 906.
ai_yt_en_0907.wav,voice data/ai/ai_yt_en_0907.wav,ai,Neural TTS,Neural_English_TTS_0907,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 907.
ai_yt_en_0908.wav,voice data/ai/ai_yt_en_0908.wav,ai,Neural TTS,Neural_English_TTS_0908,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 908.
ai_yt_en_0909.wav,voice data/ai/ai_yt_en_0909.wav,ai,Neural TTS,Neural_English_TTS_0909,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 909.
ai_yt_en_0910.wav,voice data/ai/ai_yt_en_0910.wav,ai,Neural TTS,Neural_English_TTS_0910,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 910.
ai_yt_en_0911.wav,voice data/ai/ai_yt_en_0911.wav,ai,Neural TTS,Neural_English_TTS_0911,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 911.
ai_yt_en_0912.wav,voice data/ai/ai_yt_en_0912.wav,ai,Neural TTS,Neural_English_TTS_0912,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 912.
ai_yt_en_0913.wav,voice data/ai/ai_yt_en_0913.wav,ai,Neural TTS,Neural_English_TTS_0913,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 913.
ai_yt_en_0914.wav,voice data/ai/ai_yt_en_0914.wav,ai,Neural TTS,Neural_English_TTS_0914,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 914.
ai_yt_en_0915.wav,voice data/ai/ai_yt_en_0915.wav,ai,Neural TTS,Neural_English_TTS_0915,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 915.
ai_yt_en_0916.wav,voice data/ai/ai_yt_en_0916.wav,ai,Neural TTS,Neural_English_TTS_0916,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 916.
ai_yt_en_0917.wav,voice data/ai/ai_yt_en_0917.wav,ai,Neural TTS,Neural_English_TTS_0917,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 917.
ai_yt_en_0918.wav,voice data/ai/ai_yt_en_0918.wav,ai,Neural TTS,Neural_English_TTS_0918,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 918.
ai_yt_en_0919.wav,voice data/ai/ai_yt_en_0919.wav,ai,Neural TTS,Neural_English_TTS_0919,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 919.
ai_yt_en_0920.wav,voice data/ai/ai_yt_en_0920.wav,ai,Neural TTS,Neural_English_TTS_0920,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 920.
ai_yt_en_0921.wav,voice data/ai/ai_yt_en_0921.wav,ai,Neural TTS,Neural_English_TTS_0921,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 921.
ai_yt_en_0922.wav,voice data/ai/ai_yt_en_0922.wav,ai,Neural TTS,Neural_English_TTS_0922,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 922.
ai_yt_en_0923.wav,voice data/ai/ai_yt_en_0923.wav,ai,Neural TTS,Neural_English_TTS_0923,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 923.
ai_yt_en_0924.wav,voice data/ai/ai_yt_en_0924.wav,ai,Neural TTS,Neural_English_TTS_0924,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 924.
ai_yt_en_0925.wav,voice data/ai/ai_yt_en_0925.wav,ai,Neural TTS,Neural_English_TTS_0925,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 925.
ai_yt_en_0926.wav,voice data/ai/ai_yt_en_0926.wav,ai,Neural TTS,Neural_English_TTS_0926,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 926.
ai_yt_en_0927.wav,voice data/ai/ai_yt_en_0927.wav,ai,Neural TTS,Neural_English_TTS_0927,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 927.
ai_yt_en_0928.wav,voice data/ai/ai_yt_en_0928.wav,ai,Neural TTS,Neural_English_TTS_0928,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 928.
ai_yt_en_0929.wav,voice data/ai/ai_yt_en_0929.wav,ai,Neural TTS,Neural_English_TTS_0929,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 929.
ai_yt_en_0930.wav,voice data/ai/ai_yt_en_0930.wav,ai,Neural TTS,Neural_English_TTS_0930,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 930.
ai_yt_en_0931.wav,voice data/ai/ai_yt_en_0931.wav,ai,Neural TTS,Neural_English_TTS_0931,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 931.
ai_yt_en_0932.wav,voice data/ai/ai_yt_en_0932.wav,ai,Neural TTS,Neural_English_TTS_0932,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 932.
ai_yt_en_0933.wav,voice data/ai/ai_yt_en_0933.wav,ai,Neural TTS,Neural_English_TTS_0933,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 933.
ai_yt_en_0934.wav,voice data/ai/ai_yt_en_0934.wav,ai,Neural TTS,Neural_English_TTS_0934,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 934.
ai_yt_en_0935.wav,voice data/ai/ai_yt_en_0935.wav,ai,Neural TTS,Neural_English_TTS_0935,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 935.
ai_yt_en_0936.wav,voice data/ai/ai_yt_en_0936.wav,ai,Neural TTS,Neural_English_TTS_0936,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 936.
ai_yt_en_0937.wav,voice data/ai/ai_yt_en_0937.wav,ai,Neural TTS,Neural_English_TTS_0937,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 937.
ai_yt_en_0938.wav,voice data/ai/ai_yt_en_0938.wav,ai,Neural TTS,Neural_English_TTS_0938,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 938.
ai_yt_en_0939.wav,voice data/ai/ai_yt_en_0939.wav,ai,Neural TTS,Neural_English_TTS_0939,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 939.
ai_yt_en_0940.wav,voice data/ai/ai_yt_en_0940.wav,ai,Neural TTS,Neural_English_TTS_0940,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 940.
ai_yt_en_0941.wav,voice data/ai/ai_yt_en_0941.wav,ai,Neural TTS,Neural_English_TTS_0941,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 941.
ai_yt_en_0942.wav,voice data/ai/ai_yt_en_0942.wav,ai,Neural TTS,Neural_English_TTS_0942,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 942.
ai_yt_en_0943.wav,voice data/ai/ai_yt_en_0943.wav,ai,Neural TTS,Neural_English_TTS_0943,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 943.
ai_yt_en_0944.wav,voice data/ai/ai_yt_en_0944.wav,ai,Neural TTS,Neural_English_TTS_0944,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 944.
ai_yt_en_0945.wav,voice data/ai/ai_yt_en_0945.wav,ai,Neural TTS,Neural_English_TTS_0945,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 945.
ai_yt_en_0946.wav,voice data/ai/ai_yt_en_0946.wav,ai,Neural TTS,Neural_English_TTS_0946,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 946.
ai_yt_en_0947.wav,voice data/ai/ai_yt_en_0947.wav,ai,Neural TTS,Neural_English_TTS_0947,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 947.
ai_yt_en_0948.wav,voice data/ai/ai_yt_en_0948.wav,ai,Neural TTS,Neural_English_TTS_0948,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 948.
ai_yt_en_0949.wav,voice data/ai/ai_yt_en_0949.wav,ai,Neural TTS,Neural_English_TTS_0949,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 949.
ai_yt_en_0950.wav,voice data/ai/ai_yt_en_0950.wav,ai,Neural TTS,Neural_English_TTS_0950,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 950.
ai_yt_en_0951.wav,voice data/ai/ai_yt_en_0951.wav,ai,Neural TTS,Neural_English_TTS_0951,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 951.
ai_yt_en_0952.wav,voice data/ai/ai_yt_en_0952.wav,ai,Neural TTS,Neural_English_TTS_0952,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 952.
ai_yt_en_0953.wav,voice data/ai/ai_yt_en_0953.wav,ai,Neural TTS,Neural_English_TTS_0953,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 953.
ai_yt_en_0954.wav,voice data/ai/ai_yt_en_0954.wav,ai,Neural TTS,Neural_English_TTS_0954,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 954.
ai_yt_en_0955.wav,voice data/ai/ai_yt_en_0955.wav,ai,Neural TTS,Neural_English_TTS_0955,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 955.
ai_yt_en_0956.wav,voice data/ai/ai_yt_en_0956.wav,ai,Neural TTS,Neural_English_TTS_0956,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 956.
ai_yt_en_0957.wav,voice data/ai/ai_yt_en_0957.wav,ai,Neural TTS,Neural_English_TTS_0957,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 957.
ai_yt_en_0958.wav,voice data/ai/ai_yt_en_0958.wav,ai,Neural TTS,Neural_English_TTS_0958,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 958.
ai_yt_en_0959.wav,voice data/ai/ai_yt_en_0959.wav,ai,Neural TTS,Neural_English_TTS_0959,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 959.
ai_yt_en_0960.wav,voice data/ai/ai_yt_en_0960.wav,ai,Neural TTS,Neural_English_TTS_0960,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 960.
ai_yt_en_0961.wav,voice data/ai/ai_yt_en_0961.wav,ai,Neural TTS,Neural_English_TTS_0961,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 961.
ai_yt_en_0962.wav,voice data/ai/ai_yt_en_0962.wav,ai,Neural TTS,Neural_English_TTS_0962,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 962.
ai_yt_en_0963.wav,voice data/ai/ai_yt_en_0963.wav,ai,Neural TTS,Neural_English_TTS_0963,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 963.
ai_yt_en_0964.wav,voice data/ai/ai_yt_en_0964.wav,ai,Neural TTS,Neural_English_TTS_0964,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 964.
ai_yt_en_0965.wav,voice data/ai/ai_yt_en_0965.wav,ai,Neural TTS,Neural_English_TTS_0965,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 965.
ai_yt_en_0966.wav,voice data/ai/ai_yt_en_0966.wav,ai,Neural TTS,Neural_English_TTS_0966,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 966.
ai_yt_en_0967.wav,voice data/ai/ai_yt_en_0967.wav,ai,Neural TTS,Neural_English_TTS_0967,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 967.
ai_yt_en_0968.wav,voice data/ai/ai_yt_en_0968.wav,ai,Neural TTS,Neural_English_TTS_0968,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 968.
ai_yt_en_0969.wav,voice data/ai/ai_yt_en_0969.wav,ai,Neural TTS,Neural_English_TTS_0969,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 969.
ai_yt_en_0970.wav,voice data/ai/ai_yt_en_0970.wav,ai,Neural TTS,Neural_English_TTS_0970,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 970.
ai_yt_en_0971.wav,voice data/ai/ai_yt_en_0971.wav,ai,Neural TTS,Neural_English_TTS_0971,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 971.
ai_yt_en_0972.wav,voice data/ai/ai_yt_en_0972.wav,ai,Neural TTS,Neural_English_TTS_0972,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 972.
ai_yt_en_0973.wav,voice data/ai/ai_yt_en_0973.wav,ai,Neural TTS,Neural_English_TTS_0973,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 973.
ai_yt_en_0974.wav,voice data/ai/ai_yt_en_0974.wav,ai,Neural TTS,Neural_English_TTS_0974,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 974.
ai_yt_en_0975.wav,voice data/ai/ai_yt_en_0975.wav,ai,Neural TTS,Neural_English_TTS_0975,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 975.
ai_yt_en_0976.wav,voice data/ai/ai_yt_en_0976.wav,ai,Neural TTS,Neural_English_TTS_0976,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 976.
ai_yt_en_0977.wav,voice data/ai/ai_yt_en_0977.wav,ai,Neural TTS,Neural_English_TTS_0977,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 977.
ai_yt_en_0978.wav,voice data/ai/ai_yt_en_0978.wav,ai,Neural TTS,Neural_English_TTS_0978,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 978.
ai_yt_en_0979.wav,voice data/ai/ai_yt_en_0979.wav,ai,Neural TTS,Neural_English_TTS_0979,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 979.
ai_yt_en_0980.wav,voice data/ai/ai_yt_en_0980.wav,ai,Neural TTS,Neural_English_TTS_0980,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 980.
ai_yt_en_0981.wav,voice data/ai/ai_yt_en_0981.wav,ai,Neural TTS,Neural_English_TTS_0981,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 981.
ai_yt_en_0982.wav,voice data/ai/ai_yt_en_0982.wav,ai,Neural TTS,Neural_English_TTS_0982,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 982.
ai_yt_en_0983.wav,voice data/ai/ai_yt_en_0983.wav,ai,Neural TTS,Neural_English_TTS_0983,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 983.
ai_yt_en_0984.wav,voice data/ai/ai_yt_en_0984.wav,ai,Neural TTS,Neural_English_TTS_0984,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 984.
ai_yt_en_0985.wav,voice data/ai/ai_yt_en_0985.wav,ai,Neural TTS,Neural_English_TTS_0985,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 985.
ai_yt_en_0986.wav,voice data/ai/ai_yt_en_0986.wav,ai,Neural TTS,Neural_English_TTS_0986,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 986.
ai_yt_en_0987.wav,voice data/ai/ai_yt_en_0987.wav,ai,Neural TTS,Neural_English_TTS_0987,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 987.
ai_yt_en_0988.wav,voice data/ai/ai_yt_en_0988.wav,ai,Neural TTS,Neural_English_TTS_0988,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 988.
ai_yt_en_0989.wav,voice data/ai/ai_yt_en_0989.wav,ai,Neural TTS,Neural_English_TTS_0989,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 989.
ai_yt_en_0990.wav,voice data/ai/ai_yt_en_0990.wav,ai,Neural TTS,Neural_English_TTS_0990,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 990.
ai_yt_en_0991.wav,voice data/ai/ai_yt_en_0991.wav,ai,Neural TTS,Neural_English_TTS_0991,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 991.
ai_yt_en_0992.wav,voice data/ai/ai_yt_en_0992.wav,ai,Neural TTS,Neural_English_TTS_0992,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 992.
ai_yt_en_0993.wav,voice data/ai/ai_yt_en_0993.wav,ai,Neural TTS,Neural_English_TTS_0993,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 993.
ai_yt_en_0994.wav,voice data/ai/ai_yt_en_0994.wav,ai,Neural TTS,Neural_English_TTS_0994,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 994.
ai_yt_en_0995.wav,voice data/ai/ai_yt_en_0995.wav,ai,Neural TTS,Neural_English_TTS_0995,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 995.
ai_yt_en_0996.wav,voice data/ai/ai_yt_en_0996.wav,ai,Neural TTS,Neural_English_TTS_0996,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 996.
ai_yt_en_0997.wav,voice data/ai/ai_yt_en_0997.wav,ai,Neural TTS,Neural_English_TTS_0997,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 997.
ai_yt_en_0998.wav,voice data/ai/ai_yt_en_0998.wav,ai,Neural TTS,Neural_English_TTS_0998,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 998.
ai_yt_en_0999.wav,voice data/ai/ai_yt_en_0999.wav,ai,Neural TTS,Neural_English_TTS_0999,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 999.
ai_yt_en_1000.wav,voice data/ai/ai_yt_en_1000.wav,ai,Neural TTS,Neural_English_TTS_1000,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1000.
ai_yt_en_1001.wav,voice data/ai/ai_yt_en_1001.wav,ai,Neural TTS,Neural_English_TTS_1001,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1001.
ai_yt_en_1002.wav,voice data/ai/ai_yt_en_1002.wav,ai,Neural TTS,Neural_English_TTS_1002,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1002.
ai_yt_en_1003.wav,voice data/ai/ai_yt_en_1003.wav,ai,Neural TTS,Neural_English_TTS_1003,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1003.
ai_yt_en_1004.wav,voice data/ai/ai_yt_en_1004.wav,ai,Neural TTS,Neural_English_TTS_1004,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1004.
ai_yt_en_1005.wav,voice data/ai/ai_yt_en_1005.wav,ai,Neural TTS,Neural_English_TTS_1005,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1005.
ai_yt_en_1006.wav,voice data/ai/ai_yt_en_1006.wav,ai,Neural TTS,Neural_English_TTS_1006,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1006.
ai_yt_en_1007.wav,voice data/ai/ai_yt_en_1007.wav,ai,Neural TTS,Neural_English_TTS_1007,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1007.
ai_yt_en_1008.wav,voice data/ai/ai_yt_en_1008.wav,ai,Neural TTS,Neural_English_TTS_1008,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1008.
ai_yt_en_1009.wav,voice data/ai/ai_yt_en_1009.wav,ai,Neural TTS,Neural_English_TTS_1009,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1009.
ai_yt_en_1010.wav,voice data/ai/ai_yt_en_1010.wav,ai,Neural TTS,Neural_English_TTS_1010,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1010.
ai_yt_en_1011.wav,voice data/ai/ai_yt_en_1011.wav,ai,Neural TTS,Neural_English_TTS_1011,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1011.
ai_yt_en_1012.wav,voice data/ai/ai_yt_en_1012.wav,ai,Neural TTS,Neural_English_TTS_1012,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1012.
ai_yt_en_1013.wav,voice data/ai/ai_yt_en_1013.wav,ai,Neural TTS,Neural_English_TTS_1013,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1013.
ai_yt_en_1014.wav,voice data/ai/ai_yt_en_1014.wav,ai,Neural TTS,Neural_English_TTS_1014,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1014.
ai_yt_en_1015.wav,voice data/ai/ai_yt_en_1015.wav,ai,Neural TTS,Neural_English_TTS_1015,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1015.
ai_yt_en_1016.wav,voice data/ai/ai_yt_en_1016.wav,ai,Neural TTS,Neural_English_TTS_1016,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1016.
ai_yt_en_1017.wav,voice data/ai/ai_yt_en_1017.wav,ai,Neural TTS,Neural_English_TTS_1017,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1017.
ai_yt_en_1018.wav,voice data/ai/ai_yt_en_1018.wav,ai,Neural TTS,Neural_English_TTS_1018,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1018.
ai_yt_en_1019.wav,voice data/ai/ai_yt_en_1019.wav,ai,Neural TTS,Neural_English_TTS_1019,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1019.
ai_yt_en_1020.wav,voice data/ai/ai_yt_en_1020.wav,ai,Neural TTS,Neural_English_TTS_1020,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1020.
ai_yt_en_1021.wav,voice data/ai/ai_yt_en_1021.wav,ai,Neural TTS,Neural_English_TTS_1021,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1021.
ai_yt_en_1022.wav,voice data/ai/ai_yt_en_1022.wav,ai,Neural TTS,Neural_English_TTS_1022,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1022.
ai_yt_en_1023.wav,voice data/ai/ai_yt_en_1023.wav,ai,Neural TTS,Neural_English_TTS_1023,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1023.
ai_yt_en_1024.wav,voice data/ai/ai_yt_en_1024.wav,ai,Neural TTS,Neural_English_TTS_1024,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1024.
ai_yt_en_1025.wav,voice data/ai/ai_yt_en_1025.wav,ai,Neural TTS,Neural_English_TTS_1025,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1025.
ai_yt_en_1026.wav,voice data/ai/ai_yt_en_1026.wav,ai,Neural TTS,Neural_English_TTS_1026,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1026.
ai_yt_en_1027.wav,voice data/ai/ai_yt_en_1027.wav,ai,Neural TTS,Neural_English_TTS_1027,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1027.
ai_yt_en_1028.wav,voice data/ai/ai_yt_en_1028.wav,ai,Neural TTS,Neural_English_TTS_1028,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1028.
ai_yt_en_1029.wav,voice data/ai/ai_yt_en_1029.wav,ai,Neural TTS,Neural_English_TTS_1029,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1029.
ai_yt_en_1030.wav,voice data/ai/ai_yt_en_1030.wav,ai,Neural TTS,Neural_English_TTS_1030,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1030.
ai_yt_en_1031.wav,voice data/ai/ai_yt_en_1031.wav,ai,Neural TTS,Neural_English_TTS_1031,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1031.
ai_yt_en_1032.wav,voice data/ai/ai_yt_en_1032.wav,ai,Neural TTS,Neural_English_TTS_1032,Female,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1032.
ai_yt_en_1033.wav,voice data/ai/ai_yt_en_1033.wav,ai,Neural TTS,Neural_English_TTS_1033,Male,English Synth,English,5.0,16000,Codec Simulated,Neural AI voice sample in English sample 1033.
